id,street,status,price,bedrooms,bathrooms,sq_ft,lat,lng
8438,563 1st Pl,pending,243469,4,3,2912,33.39488418,-111.9127236
8439,281 4th Vis,pending,194913,3,3,2969,33.38312484,-112.1218164
8440,587 Page Blvd,pending,276015,2,1,3314,33.3992461,-112.0592431
8441,560 Pine Trl,pending,164311,4,3,1802,33.43308284,-112.1397729
8442,521 2nd Vis,active,255124,5,3,1044,33.42174697,-112.2760023
8443,708 7th Way,active,172295,2,3,3671,33.47257874,-112.3465325
8444,349 4th Wl,pending,287310,4,3,1938,33.41816694,-112.2142441
8445,334 Texas Dv,pending,174168,4,2,1203,33.46830832,-111.9939973
8446,278 Texas Cir,pending,114741,3,3,3031,33.41587686,-112.3148142
8447,202 2nd Ave,pending,185730,5,2,1797,33.56029645,-111.9879752
8448,162 Franklin Dv,active,262374,5,3,2289,33.41163315,-112.3570055
8449,798 Turk Rd,pending,264581,3,2,1310,33.37991103,-112.017457
8450,691 California St,active,188663,4,1,3287,33.38002173,-112.2089884
8451,214 Blake Dv,pending,243127,2,2,1925,33.47640563,-112.2187357
8452,525 Page Way,sold,168612,4,1,2331,33.42619201,-112.1571282
8453,552 Sutter Ave,sold,257634,3,1,1895,33.41397327,-111.9514076
8454,621 1st Cir,active,212061,2,3,2207,33.3796143,-111.8753264
8455,673 6th Cir,sold,107026,2,2,2910,33.54637353,-112.2309353
8456,413 Page Ave,active,298743,4,3,1344,33.52063886,-112.2912164
8457,631 Indiana Wl,pending,229326,2,3,3273,33.41466015,-112.0243052
8458,377 Franklin St,active,185309,4,1,2444,33.56410124,-112.0942832
8459,42 Texas Blvd,sold,169971,3,3,1076,33.37329882,-111.9787747
8460,62 Post St,pending,287959,2,3,2780,33.39195389,-112.0021296
8461,550 Wall Blvd,pending,146920,2,3,2481,33.48129154,-111.9210137
8462,625 Pine Pl,active,220939,4,2,1302,33.54596095,-112.285348
8463,512 Indiana Trl,pending,281159,5,1,3643,33.46006415,-112.105861
8464,235 Geary Rd,active,129304,4,1,1792,33.47672421,-111.92591
8465,301 Euclid Wl,pending,149866,2,3,3463,33.51145803,-112.0696389
8466,112 3rd Trl,active,249899,3,3,3674,33.44211887,-112.1426022
8467,19 Post Ave,sold,123673,2,3,1132,33.48319194,-111.9430695
8468,109 Texas Ave,active,291526,5,3,2491,33.56602785,-112.3571963
8469,154 Walnut Wl,pending,109193,3,2,2870,33.51254653,-111.9550506
8470,487 Turk Trl,pending,295918,4,1,3160,33.58237107,-111.9717679
8471,495 3rd Cir,pending,271480,5,1,1174,33.46214007,-112.2855103
8472,426 Post St,active,134397,3,3,3949,33.56954918,-112.0803424
8473,293 Walnut Rd,active,161555,2,2,2251,33.38538809,-111.9837572
8474,306 Walnut Trl,sold,149205,3,1,1264,33.59217469,-111.9884211
8475,540 4th Rd,sold,207347,3,3,3727,33.46815543,-112.1451008
8476,521 4th Wl,active,108284,5,3,1155,33.50576761,-112.0687514
8477,317 Blake Cir,sold,167809,4,3,3587,33.39035055,-112.0684568
8478,382 3rd Dv,sold,274224,3,3,3986,33.44230132,-112.0722864
8479,660 Indiana Wl,active,226249,2,1,2149,33.58342659,-112.0122015
8480,124 7th Blvd,pending,278526,4,3,2085,33.37856046,-112.135929
8481,449 Page Blvd,sold,213715,3,3,3689,33.53058547,-112.1747926
8482,83 Post Pl,active,230009,2,3,1919,33.57411902,-112.3366457
8483,386 1st Dv,pending,121179,5,3,1739,33.38533708,-111.967144
8484,619 8th Ave,sold,161591,4,1,1493,33.59135879,-112.0252926
8485,700 2nd Ave,pending,234495,4,2,2793,33.5200825,-112.2430197
8486,257 8th Wl,pending,243248,5,1,3096,33.39519294,-112.0273335
8487,500 California Way,pending,160711,3,2,2737,33.53533905,-112.2055282
8488,239 5th Rd,sold,120477,3,2,3926,33.4282842,-111.8782837
8489,354 Franklin Rd,pending,293018,4,3,1876,33.58129561,-112.0330091
8490,104 3rd Rd,sold,219397,4,1,1391,33.37836849,-111.9011734
8491,688 3rd Wl,sold,141292,5,1,2974,33.48056617,-112.3144499
8492,97 4th Ave,active,115557,4,2,2349,33.53963564,-112.1022404
8493,304 5th Cir,active,202257,2,2,2237,33.47409538,-112.0241578
8494,213 1st Vis,sold,246165,2,3,2145,33.3814574,-111.9709138
8495,455 Indiana Trl,active,116141,3,1,2454,33.40047055,-112.3360746
8496,462 5th Pl,sold,175509,3,1,3767,33.45772464,-112.3409838
8497,510 Wall Trl,pending,247039,2,2,2960,33.51278583,-112.1487947
8498,126 Blake Ave,active,171361,5,3,2843,33.50912328,-112.063965
8499,101 Pine Blvd,pending,152710,4,1,1537,33.4713441,-111.9913109
8500,172 Walnut Dv,active,158190,5,2,1770,33.47678945,-112.1037846
8501,743 3rd Trl,active,120860,3,2,3731,33.44272949,-112.1195566
8502,408 Turk St,sold,253436,2,1,2648,33.51819383,-112.2330561
8503,41 Indiana Vis,pending,157157,4,3,3659,33.45297729,-111.9046562
8504,783 7th Vis,active,216757,2,3,1174,33.43272769,-112.3552281
8505,203 Euclid Way,active,265703,2,1,1672,33.54212937,-112.2855976
8506,705 Blake Cir,pending,135508,2,1,1459,33.45219141,-112.315128
8507,789 Blake Blvd,sold,146962,5,1,3147,33.51162556,-111.8943747
8508,351 8th Vis,sold,117448,4,3,1172,33.53328603,-112.2419038
8509,88 1st Pl,active,223361,4,2,3559,33.55310439,-112.3191303
8510,139 Blake Blvd,sold,196820,2,2,3652,33.52821004,-112.0400058
8511,737 Geary Way,sold,160406,2,2,2376,33.4882197,-112.1467665
8512,455 Wall Dv,pending,214630,5,3,2426,33.58503519,-111.9229703
8513,196 Geary Blvd,active,250083,3,3,1738,33.4814625,-112.1288175
8514,702 Texas Dv,pending,210490,5,3,2616,33.55055691,-112.2999888
8515,238 8th Blvd,pending,157720,2,3,2490,33.36613245,-112.2394298
8516,748 Euclid Trl,pending,291670,5,3,3064,33.443497,-111.999719
8517,186 California Cir,pending,179897,3,3,1251,33.52577807,-112.3590327
8518,324 Mission Way,sold,255035,5,1,1118,33.51564664,-112.1201366
8519,702 Franklin Ave,pending,144419,4,1,1789,33.48332562,-112.3067713
8520,160 Pine Wl,pending,225117,3,1,3491,33.41988032,-112.1293937
8521,759 9th Blvd,active,274284,2,1,2238,33.46099513,-112.1701006
8522,463 Pine Way,sold,180824,4,2,3653,33.53993652,-112.0520637
8523,439 Franklin Dv,sold,235212,3,3,2298,33.42916578,-112.2127349
8524,472 Euclid Pl,sold,293841,5,3,2436,33.52752366,-112.3430785
8525,447 Mission Blvd,sold,159960,5,1,3752,33.38276369,-112.1458185
8526,708 Texas Cir,active,250054,5,3,1705,33.43417238,-112.0254587
8527,338 California Pl,active,240589,5,1,1567,33.55510391,-112.2615732
8528,131 8th Dv,sold,144692,5,1,1848,33.59410545,-112.1703801
8529,460 Walnut Cir,sold,231232,2,3,2470,33.40043236,-111.9608756
8530,578 Turk Vis,sold,239128,4,1,1250,33.4111304,-112.3592073
8531,139 3rd Dv,active,209959,3,3,2119,33.53548032,-112.0754292
8532,636 4th St,pending,251684,3,3,3195,33.48788495,-112.3244971
8533,392 Wall Rd,active,190364,3,2,2521,33.49367039,-111.8906994
8534,799 6th Way,active,184623,3,2,3985,33.40178474,-112.2013008
8535,99 Indiana Ave,pending,156964,2,1,1412,33.37625633,-112.2663163
8536,196 California Vis,active,129011,2,3,3925,33.36408868,-112.1158044
8537,637 California Wl,active,274028,5,1,2228,33.50792144,-112.0864424
8538,643 Turk Way,sold,240107,2,3,2371,33.5684407,-112.2750416
8539,250 2nd St,pending,187335,5,1,2098,33.46369275,-112.2466227
8540,189 2nd Dv,active,186146,4,1,3868,33.52604564,-111.8934715
8541,641 3rd St,active,119837,3,3,3483,33.39615192,-111.9991003
8542,230 3rd Trl,active,267551,5,3,1099,33.39689433,-112.1457358
8543,602 Wall Vis,sold,235687,2,1,3602,33.39444839,-112.1884971
8544,547 Post Pl,sold,202721,3,1,1583,33.55386272,-111.9938967
8545,251 8th Trl,sold,133476,3,1,3226,33.56286464,-111.9911674
8546,131 California Rd,sold,155675,3,2,1868,33.38048136,-112.0623524
8547,520 Turk Vis,active,268225,2,1,3213,33.37003834,-112.2467176
8548,478 California Dv,pending,100084,4,3,1767,33.47997322,-111.9132835
8549,123 Texas Pl,sold,241032,2,3,1634,33.45435177,-112.1739931
8550,330 7th Rd,pending,295743,3,2,1918,33.54451538,-112.137039
8551,528 Bush Pl,sold,205046,3,3,1248,33.53268771,-112.0142127
8552,365 Post Ave,sold,221245,3,2,3961,33.56753255,-112.1897706
8553,576 Texas Dv,pending,254195,4,1,2036,33.48219226,-112.0179342
8554,453 Geary St,sold,155902,2,3,1468,33.5916097,-112.0797243
8555,791 Wall Wl,pending,282584,3,1,1595,33.55024909,-112.3167624
8556,139 California Vis,pending,189279,3,3,2112,33.43417011,-112.0223384
8557,442 Sutter Cir,pending,206056,2,3,2080,33.41343322,-112.0600131
8558,341 Franklin Wl,active,261453,4,1,2091,33.41918591,-112.3412464
8559,577 Bush Vis,sold,294994,2,2,3410,33.44649565,-112.0593432
8560,679 Mission Blvd,pending,274268,2,3,1427,33.4813992,-112.1262133
8561,735 9th Blvd,pending,103875,3,3,2695,33.39738811,-112.2593465
8562,603 Franklin Pl,active,144024,4,2,2442,33.59075174,-111.9403677
8563,754 Franklin Way,active,108926,3,2,3592,33.44563405,-112.1458409
8564,489 1st St,pending,274293,2,1,3633,33.51135022,-112.1140705
8565,517 6th Trl,active,219693,2,1,2523,33.37538281,-112.3451526
8566,678 Wall Blvd,active,188676,4,3,2428,33.50436066,-111.9770587
8567,179 Page St,pending,184795,4,1,2362,33.40835715,-112.0281634
8568,361 California Wl,sold,169965,5,3,2886,33.56400952,-112.2350496
8569,464 Blake Rd,active,122587,5,3,1975,33.54140774,-112.3173412
8570,308 Mission Wl,pending,164350,5,1,1217,33.45423003,-112.2157864
8571,109 Wall Trl,sold,102584,3,2,3620,33.52766554,-112.0201778
8572,733 Euclid Way,active,252631,2,3,2912,33.36425662,-112.0331144
8573,571 1st St,sold,288140,2,3,2088,33.3982228,-112.1899902
8574,736 2nd Pl,sold,106791,5,2,1264,33.53942372,-112.1142235
8575,679 Walnut Ave,sold,209420,3,2,2165,33.54871911,-112.0406921
8576,137 Sutter Wl,sold,161681,2,3,1145,33.3953058,-112.1095337
8577,272 Wall Ave,sold,111227,3,2,3287,33.52787558,-112.0967182
8578,289 Post Blvd,sold,191282,3,2,1927,33.54802432,-111.9583526
8579,307 Walnut Way,pending,262682,3,3,1215,33.46048026,-112.0923482
8580,94 Sutter Trl,active,107040,2,1,3944,33.40796426,-112.0710661
8581,241 1st Wl,pending,264832,5,1,3381,33.36182817,-112.0073801
8582,184 Geary Pl,sold,111520,2,1,3481,33.56414832,-112.3055744
8583,466 Wall Rd,sold,274054,4,1,2166,33.51712406,-111.9096608
8584,175 Turk Dv,sold,266747,3,3,1739,33.40084197,-111.9225622
8585,618 2nd Rd,pending,102653,2,2,1503,33.54707553,-112.1933005
8586,58 California Pl,active,137035,4,2,3470,33.41470169,-112.1173237
8587,139 Post Dv,active,211901,3,1,2394,33.52432907,-112.2160625
8588,70 8th Cir,active,220178,3,2,3605,33.5651989,-112.1913013
8589,780 Turk Way,sold,236164,3,1,2301,33.40391766,-111.8772851
8590,59 Geary Dv,sold,135109,4,3,1395,33.46291273,-112.3394766
8591,166 1st Cir,active,224435,2,1,3881,33.57381018,-112.0104158
8592,304 Turk Ave,active,202011,2,3,2789,33.43619566,-112.2560624
8593,799 5th Blvd,sold,110166,2,3,2793,33.53740122,-112.0134226
8594,175 Walnut Ave,pending,157708,2,3,1458,33.38280427,-112.3466276
8595,800 Mission Rd,sold,208395,5,2,1004,33.40205426,-112.1939239
8596,717 3rd Dv,pending,177432,3,2,1981,33.48421817,-112.2723487
8597,192 Walnut Pl,pending,271898,2,3,2613,33.41560302,-111.981753
8598,623 5th Rd,active,216204,3,2,3653,33.51357403,-112.1566314
8599,746 Walnut Vis,sold,105355,2,1,2635,33.45701785,-112.2379479
8600,674 Bush Blvd,sold,245195,5,1,3493,33.56094507,-111.9901978
8601,790 Pine Trl,sold,231921,4,3,3794,33.57235359,-112.2598965
8602,102 Texas Blvd,pending,151342,2,2,1004,33.53386977,-112.0105909
8603,253 3rd Trl,sold,150032,3,1,2104,33.51401626,-112.1064848
8604,757 Walnut Pl,sold,198369,2,3,2200,33.53458187,-112.0473714
8605,150 Bush Pl,sold,218479,2,1,1979,33.53614452,-112.0728392
8606,170 Walnut Blvd,pending,151088,5,2,3842,33.51787834,-112.142901
8607,664 Texas Way,pending,156817,4,1,3202,33.44014879,-112.3006121
8608,596 2nd St,sold,179218,4,1,3330,33.5802615,-112.3272448
8609,772 7th Rd,pending,141053,4,1,3756,33.50735559,-112.2032871
8610,800 Pine Pl,active,282978,4,2,3683,33.39589639,-111.9746811
8611,161 Blake Ave,sold,151492,2,3,1002,33.43280046,-112.161817
8612,83 9th Wl,active,160316,4,1,2939,33.4694285,-112.0097031
8613,718 7th Trl,active,275529,4,3,1390,33.5120818,-112.1599394
8614,505 Walnut Way,pending,287834,2,2,3385,33.434838,-112.1619207
8615,380 Mission Pl,active,156832,4,3,2909,33.58141973,-112.1059405
8616,317 2nd Ave,active,260657,2,2,2220,33.4232726,-112.0662529
8617,303 Indiana Vis,active,264804,3,3,3201,33.45729892,-112.3285988
8618,84 Geary Pl,active,125414,5,2,1895,33.371951,-111.8890152
8619,144 2nd Rd,sold,132597,5,2,3763,33.55117625,-112.1974328
8620,72 Blake Ave,sold,182727,5,1,2363,33.49607001,-112.2783762
8621,395 1st Trl,pending,262801,4,1,3339,33.56844827,-111.9497322
8622,257 Blake St,active,112122,4,2,3482,33.49535742,-112.3533456
8623,629 Walnut Way,pending,280183,4,1,3511,33.41206661,-112.2352739
8624,475 9th Blvd,sold,117676,4,2,3411,33.40728351,-112.2528166
8625,59 2nd Rd,sold,140230,3,3,2853,33.56513528,-112.1655728
8626,105 Texas St,active,150600,3,1,2721,33.4186752,-112.1353613
8627,19 Wall Vis,sold,184696,4,2,2356,33.38790884,-111.9821388
8628,168 1st Vis,pending,263839,4,2,2694,33.55024476,-111.9349644
8629,122 Walnut Vis,active,103946,4,2,1245,33.4497295,-112.2685121
8630,222 8th Dv,sold,219694,5,3,3420,33.41265401,-111.9591164
8631,436 5th Trl,active,240969,2,1,3737,33.48032842,-112.0204769
8632,331 Pine Vis,pending,297778,2,3,1009,33.47946586,-111.9062134
8633,716 California Vis,active,166102,5,1,3073,33.56997474,-112.2966401
8634,103 3rd Trl,active,233107,5,2,3846,33.46265587,-111.9579985
8635,220 Euclid Rd,pending,270877,3,1,3455,33.47019733,-111.9456126
8636,277 8th Pl,active,124801,4,3,2088,33.37056129,-111.8724949
8637,446 Blake Cir,sold,151108,4,3,3215,33.56139468,-112.0320409
8638,293 Euclid Rd,sold,193093,3,3,2176,33.51644384,-112.2752179
8639,26 5th Wl,sold,246683,4,2,2772,33.49080287,-112.1098059
8640,660 Blake Pl,pending,276889,2,2,2209,33.51541752,-111.8913303
8641,197 Blake Wl,sold,199309,2,3,2380,33.45223063,-112.2449007
8642,152 5th Ave,pending,243561,4,3,1954,33.43251189,-111.9465222
8643,615 5th Blvd,sold,149850,4,2,3674,33.4677445,-112.3113088
8644,760 Walnut St,active,221137,3,3,3202,33.41499049,-111.9709621
8645,107 Walnut Cir,pending,154470,5,2,3816,33.56597066,-112.351251
8646,395 Blake Pl,sold,175232,3,1,2169,33.45211867,-111.9154702
8647,137 Indiana Cir,pending,263887,5,3,3111,33.41942542,-112.0304256
8648,559 Euclid Pl,active,242492,5,1,2358,33.52805334,-112.3450055
8649,428 Mission Vis,pending,285078,5,1,2084,33.50170968,-111.9220859
8650,649 5th Trl,pending,188283,2,1,1814,33.4754643,-112.2015563
8651,645 3rd Dv,sold,198277,2,3,1336,33.4977671,-112.022482
8652,674 6th Ave,active,225955,5,3,2498,33.55532938,-112.2437707
8653,248 Blake Wl,sold,256118,3,2,1095,33.54212012,-111.9443426
8654,626 3rd Vis,sold,237199,2,2,2246,33.46618832,-111.9056838
8655,510 Wall Blvd,active,146738,4,2,4000,33.51620203,-112.0335976
8656,11 4th Wl,pending,286690,2,1,2123,33.56718518,-112.0543369
8657,505 3rd Dv,sold,206222,4,3,1584,33.57713539,-112.1616401
8658,24 Turk St,pending,259520,3,1,1853,33.44753821,-111.9991111
8659,298 7th Blvd,active,268677,2,3,3620,33.51418673,-112.2067085
8660,694 Blake Vis,active,250072,2,1,3724,33.45601801,-112.21208
8661,705 Page Rd,active,193438,5,1,1364,33.50880531,-112.0224352
8662,252 1st Ave,pending,121375,3,1,2522,33.38108777,-112.1673266
8663,501 Blake Way,active,296011,5,3,3873,33.5083195,-111.9085703
8664,728 Walnut Ave,pending,268761,4,2,3370,33.58218879,-112.0696089
8665,357 Page St,active,122862,4,3,1175,33.45212698,-112.3507765
8666,717 Pine Ave,sold,136499,2,3,2824,33.3730673,-112.2756548
8667,277 California Vis,sold,181246,3,1,3154,33.47713211,-111.9399706
8668,254 1st Vis,sold,118802,3,3,2242,33.53897646,-112.146879
8669,233 Turk Cir,active,232629,2,3,3222,33.52054931,-112.0983132
8670,496 California Wl,active,240826,5,3,1633,33.56128012,-112.0066522
8671,200 Post Vis,sold,135378,4,1,2569,33.38634433,-112.0721596
8672,521 2nd Vis,sold,170750,3,1,2978,33.39136324,-112.3060902
8673,583 Indiana Pl,active,240840,4,3,2156,33.42387888,-112.0825404
8674,16 7th Way,pending,226870,4,1,3238,33.53162779,-112.2027406
8675,174 9th Cir,sold,289629,5,2,2188,33.46009841,-111.9228274
8676,358 Franklin St,active,248007,4,2,1523,33.44282013,-112.2353988
8677,711 6th Pl,active,218640,5,3,3133,33.41790036,-111.893903
8678,355 5th Wl,sold,263123,5,2,3685,33.49046247,-112.0790619
8679,401 5th Cir,active,208060,4,3,2763,33.45536877,-112.250855
8680,425 4th Trl,active,159692,3,2,2539,33.55454028,-111.9567195
8681,427 Walnut St,pending,251102,5,2,1098,33.44320912,-112.0054464
8682,409 Sutter Blvd,active,261214,4,2,1246,33.55320468,-112.0274659
8683,451 Wall Cir,active,155708,4,2,2599,33.40256053,-112.1151198
8684,433 1st Rd,sold,226043,5,3,1985,33.37644588,-112.2581935
8685,653 Franklin Rd,active,293258,3,2,1604,33.42782277,-111.9690206
8686,561 6th Pl,active,197924,3,2,2969,33.51415201,-111.9367616
8687,55 Bush Dv,active,163557,2,3,1575,33.42423733,-111.9566019
8688,378 7th Vis,active,123178,3,2,3049,33.44259243,-112.2220075
8689,176 Bush Dv,pending,242319,4,1,2951,33.44396365,-112.1126775
8690,166 3rd Cir,active,183134,2,2,3604,33.361903,-112.0642177
8691,771 Pine Cir,active,109463,4,3,2523,33.54053308,-112.020825
8692,18 2nd Vis,sold,114114,3,1,3620,33.52541965,-112.2323658
8693,581 California Trl,active,169220,4,3,3567,33.37602033,-112.2706225
8694,561 Bush Cir,pending,167976,3,2,2000,33.46636743,-111.9137904
8695,693 5th Cir,pending,295673,3,2,2127,33.44375949,-112.2331024
8696,763 1st St,active,250293,2,3,3544,33.57864094,-111.8778921
8697,537 Turk Cir,active,189681,5,3,3825,33.36224379,-112.0042341
8698,123 Turk Cir,sold,146632,5,3,1875,33.53916176,-111.9720897
8699,407 Wall St,active,233439,5,1,2082,33.46420024,-111.9802232
8700,257 1st Trl,active,204020,3,2,2963,33.58524434,-112.0658428
8701,177 3rd Blvd,active,217543,4,1,2108,33.55353176,-112.2184963
8702,743 9th St,active,225667,3,1,2945,33.50580919,-112.161633
8703,596 California Way,pending,174577,2,1,3657,33.49901099,-112.2202437
8704,522 5th St,active,170806,3,3,2385,33.58924957,-112.3382311
8705,137 Indiana Vis,active,187232,5,2,1089,33.53469058,-111.9903915
8706,474 1st Pl,sold,117804,4,1,3235,33.50820854,-112.2820773
8707,285 Franklin Pl,pending,256372,2,3,3805,33.56647841,-112.3251647
8708,585 Mission Way,active,101596,2,3,2669,33.39260143,-112.0083545
8709,380 Pine Wl,pending,114295,2,3,1557,33.41068012,-112.2937457
8710,223 Texas Ave,active,230260,3,3,2566,33.45265514,-112.2477017
8711,501 Turk Ave,sold,263431,5,2,2378,33.58007411,-112.063087
8712,426 Wall Ave,pending,110907,2,2,1396,33.37176891,-111.9171225
8713,386 Post Way,active,121751,4,1,2912,33.53951103,-112.3603646
8714,35 Indiana Dv,pending,279642,4,2,2985,33.53913128,-112.2908055
8715,16 9th Trl,pending,140718,2,1,1821,33.38263229,-111.9403607
8716,731 4th Pl,sold,259393,5,2,2539,33.55216368,-112.0506964
8717,202 2nd Blvd,active,267525,4,2,2697,33.52317866,-112.2281619
8718,706 Texas Cir,active,143232,2,1,1172,33.50306795,-112.1348479
8719,137 Pine Wl,sold,116357,2,2,3254,33.58463106,-112.3224123
8720,760 9th Pl,sold,243032,3,1,2444,33.43602605,-112.157475
8721,211 6th Rd,sold,285301,2,3,2725,33.41868506,-111.947799
8722,108 California Vis,pending,148794,5,1,2038,33.40065281,-112.0139309
8723,227 Mission Dv,active,219759,2,1,1380,33.46345276,-112.1866086
8724,279 7th Cir,pending,207480,3,2,3032,33.39621943,-111.9208153
8725,272 Geary Wl,sold,252030,5,3,1994,33.37757605,-112.3232816
8726,504 Mission Wl,sold,212549,3,3,3820,33.53410643,-112.278267
8727,500 Mission Rd,active,191062,4,1,3819,33.56012766,-112.325882
8728,674 Blake Rd,sold,138642,2,2,2174,33.47353049,-112.3608776
8729,226 3rd Blvd,sold,129729,4,2,1161,33.37166566,-111.9832609
8730,254 Pine Ave,active,244528,2,3,3798,33.58703638,-112.3301097
8731,192 Texas Blvd,active,130004,2,1,3280,33.37917722,-112.1623522
8732,240 2nd Vis,sold,265233,3,1,2486,33.53498542,-112.0503018
8733,700 6th Trl,active,209457,2,2,1013,33.54132883,-112.1808442
8734,403 3rd Wl,active,288252,2,2,3686,33.5623027,-112.2039584
8735,411 Euclid St,sold,241815,2,2,1923,33.49720674,-112.1366587
8736,52 Sutter Ave,active,263929,5,2,1674,33.48687155,-112.1636386
8737,363 Mission Dv,sold,232808,5,2,3585,33.51048782,-111.9370323
8738,240 Mission Vis,active,202660,3,1,3631,33.43236294,-112.1527395
8739,700 Franklin Vis,pending,143694,3,1,3884,33.39570388,-112.1792787
8740,485 Mission Trl,pending,261584,2,2,1663,33.50020653,-112.280008
8741,186 8th Blvd,pending,231108,3,1,1928,33.46832493,-112.1419401
8742,402 5th Way,sold,186722,4,2,3367,33.37715413,-111.9312334
8743,86 Turk Rd,active,285245,3,1,2763,33.45072612,-111.9123555
8744,623 6th Wl,active,101448,5,3,1607,33.39274838,-112.3557284
8745,531 3rd Wl,active,103352,5,1,2566,33.48178376,-112.1836962
8746,651 6th Ave,pending,196158,5,1,2434,33.41639921,-111.9554148
8747,148 1st Rd,active,142853,5,2,1018,33.41753405,-112.1473715
8748,773 Blake Way,pending,117647,3,1,2143,33.53190725,-112.2574388
